codcom;commune;RP2020;Département;Nom_CPTS;FINESS;Nom_CPTS_Miniscule;Statut
65063;Barbazan-Dessus;172;65-Hautes-Pyrénées;;;;
65064;Bareilles;46;65-Hautes-Pyrénées;;;;
65065;Barlest;292;65-Hautes-Pyrénées;CPTS LAVG Lourdes Argelès vallées des gaves;65 000 713 1;LAVG Lourdes Argelès vallées des gaves;Lettre d'intention validée
65066;Barrancoueu;33;65-Hautes-Pyrénées;;;;
65067;Barry;130;65-Hautes-Pyrénées;CPTS LAVG Lourdes Argelès vallées des gaves;65 000 713 1;LAVG Lourdes Argelès vallées des gaves;Lettre d'intention validée
65068;Barthe;24;65-Hautes-Pyrénées;;;;
65069;La Barthe-de-Neste;1230;65-Hautes-Pyrénées;CPTS NESTES PYRENEES;65 000 705 7;Nestes Pyrénées;Accord conventionnel interprofessionnel signé
65070;Bartrès;560;65-Hautes-Pyrénées;CPTS LAVG Lourdes Argelès vallées des gaves;65 000 713 1;LAVG Lourdes Argelès vallées des gaves;Lettre d'intention validée
65071;Batsère;32;65-Hautes-Pyrénées;CPTS NESTES PYRENEES;65 000 705 7;Nestes Pyrénées;Accord conventionnel interprofessionnel signé
65072;Bazet;1849;65-Hautes-Pyrénées;;;;
65073;Bazillac;359;65-Hautes-Pyrénées;CPTS ADOUR MADIRAN;;Adour Madiran;Lettre d'intention validée
65074;Bazordan;108;65-Hautes-Pyrénées;;;;
65075;Bazus-Aure;137;65-Hautes-Pyrénées;;;;
65076;Bazus-Neste;61;65-Hautes-Pyrénées;CPTS NESTES PYRENEES;65 000 705 7;Nestes Pyrénées;Accord conventionnel interprofessionnel signé
65077;Beaucens;423;65-Hautes-Pyrénées;CPTS LAVG Lourdes Argelès vallées des gaves;65 000 713 1;LAVG Lourdes Argelès vallées des gaves;Lettre d'intention validée
65078;Beaudéan;402;65-Hautes-Pyrénées;;;;
65079;Bégole;195;65-Hautes-Pyrénées;CPTS NESTES PYRENEES;65 000 705 7;Nestes Pyrénées;Accord conventionnel interprofessionnel signé
65080;Bénac;546;65-Hautes-Pyrénées;CPTS LAVG Lourdes Argelès vallées des gaves;65 000 713 1;LAVG Lourdes Argelès vallées des gaves;Lettre d'intention validée
65081;Benqué-Molère;136;65-Hautes-Pyrénées;CPTS NESTES PYRENEES;65 000 705 7;Nestes Pyrénées;Accord conventionnel interprofessionnel signé
65082;Berbérust-Lias;49;65-Hautes-Pyrénées;CPTS LAVG Lourdes Argelès vallées des gaves;65 000 713 1;LAVG Lourdes Argelès vallées des gaves;Lettre d'intention validée
65083;Bernac-Debat;724;65-Hautes-Pyrénées;;;;
65084;Bernac-Dessus;286;65-Hautes-Pyrénées;;;;
65085;Bernadets-Debat;107;65-Hautes-Pyrénées;;;;
65086;Bernadets-Dessus;149;65-Hautes-Pyrénées;;;;
65087;Bertren;169;65-Hautes-Pyrénées;CPTS COMMINGES;31 003 525 8;Comminges;Accord conventionnel interprofessionnel signé
65088;Betbèze;48;65-Hautes-Pyrénées;;;;
65089;Betpouey;84;65-Hautes-Pyrénées;CPTS LAVG Lourdes Argelès vallées des gaves;65 000 713 1;LAVG Lourdes Argelès vallées des gaves;Lettre d'intention validée
65090;Betpouy;77;65-Hautes-Pyrénées;;;;
65091;Bettes;59;65-Hautes-Pyrénées;;;;
65092;Beyrède-Jumet-Camous;226;65-Hautes-Pyrénées;;;;
65093;Bize;210;65-Hautes-Pyrénées;CPTS NESTES PYRENEES;65 000 705 7;Nestes Pyrénées;Accord conventionnel interprofessionnel signé
65094;Bizous;128;65-Hautes-Pyrénées;CPTS NESTES PYRENEES;65 000 705 7;Nestes Pyrénées;Accord conventionnel interprofessionnel signé
65095;Bonnefont;328;65-Hautes-Pyrénées;;;;
65096;Bonnemazon;68;65-Hautes-Pyrénées;CPTS NESTES PYRENEES;65 000 705 7;Nestes Pyrénées;Accord conventionnel interprofessionnel signé
65097;Bonrepos;191;65-Hautes-Pyrénées;;;;
65098;Boô-Silhen;334;65-Hautes-Pyrénées;CPTS LAVG Lourdes Argelès vallées des gaves;65 000 713 1;LAVG Lourdes Argelès vallées des gaves;Lettre d'intention validée
65099;Bordères-Louron;139;65-Hautes-Pyrénées;;;;
65100;Bordères-sur-l'Échez;5421;65-Hautes-Pyrénées;CPTS TARBES ADOUR;65 000 688 5;Tarbes Adour;Accord conventionnel interprofessionnel signé
65101;Bordes;762;65-Hautes-Pyrénées;;;;
65102;Bouilh-Devant;19;65-Hautes-Pyrénées;CPTS ADOUR MADIRAN;;Adour Madiran;Lettre d'intention validée
65103;Bouilh-Péreuilh;111;65-Hautes-Pyrénées;;;;
65104;Boulin;299;65-Hautes-Pyrénées;CPTS TARBES ADOUR;65 000 688 5;Tarbes Adour;Accord conventionnel interprofessionnel signé
65105;Bourg-de-Bigorre;196;65-Hautes-Pyrénées;CPTS NESTES PYRENEES;65 000 705 7;Nestes Pyrénées;Accord conventionnel interprofessionnel signé
65106;Bourisp;173;65-Hautes-Pyrénées;;;;
65107;Bourréac;112;65-Hautes-Pyrénées;CPTS LAVG Lourdes Argelès vallées des gaves;65 000 713 1;LAVG Lourdes Argelès vallées des gaves;Lettre d'intention validée
65108;Bours;880;65-Hautes-Pyrénées;;;;
65109;Bramevaque;31;65-Hautes-Pyrénées;CPTS COMMINGES;31 003 525 8;Comminges;Accord conventionnel interprofessionnel signé
65110;Bugard;96;65-Hautes-Pyrénées;;;;
65111;Bulan;62;65-Hautes-Pyrénées;CPTS NESTES PYRENEES;65 000 705 7;Nestes Pyrénées;Accord conventionnel interprofessionnel signé
65112;Bun;155;65-Hautes-Pyrénées;CPTS LAVG Lourdes Argelès vallées des gaves;65 000 713 1;LAVG Lourdes Argelès vallées des gaves;Lettre d'intention validée
65113;Burg;284;65-Hautes-Pyrénées;CPTS NESTES PYRENEES;65 000 705 7;Nestes Pyrénées;Accord conventionnel interprofessionnel signé
65114;Buzon;77;65-Hautes-Pyrénées;CPTS ADOUR MADIRAN;;Adour Madiran;Lettre d'intention validée
65115;Cabanac;294;65-Hautes-Pyrénées;;;;
65116;Cadéac;298;65-Hautes-Pyrénées;;;;
65117;Cadeilhan-Trachère;43;65-Hautes-Pyrénées;;;;
65118;Caharet;36;65-Hautes-Pyrénées;CPTS NESTES PYRENEES;65 000 705 7;Nestes Pyrénées;Accord conventionnel interprofessionnel signé
65119;Caixon;358;65-Hautes-Pyrénées;CPTS ADOUR MADIRAN;;Adour Madiran;Lettre d'intention validée
65120;Calavanté;338;65-Hautes-Pyrénées;;;;
65121;Camalès;388;65-Hautes-Pyrénées;CPTS ADOUR MADIRAN;;Adour Madiran;Lettre d'intention validée
65123;Campan;1304;65-Hautes-Pyrénées;;;;
65124;Camparan;55;65-Hautes-Pyrénées;;;;
65125;Campistrous;313;65-Hautes-Pyrénées;CPTS NESTES PYRENEES;65 000 705 7;Nestes Pyrénées;Accord conventionnel interprofessionnel signé
65126;Campuzan;146;65-Hautes-Pyrénées;;;;
65127;Capvern;1266;65-Hautes-Pyrénées;CPTS NESTES PYRENEES;65 000 705 7;Nestes Pyrénées;Accord conventionnel interprofessionnel signé
65128;Castelbajac;140;65-Hautes-Pyrénées;CPTS NESTES PYRENEES;65 000 705 7;Nestes Pyrénées;Accord conventionnel interprofessionnel signé
65129;Castelnau-Magnoac;794;65-Hautes-Pyrénées;;;;
65130;Castelnau-Rivière-Basse;625;65-Hautes-Pyrénées;CPTS ADOUR MADIRAN;;Adour Madiran;Lettre d'intention validée
65131;Castelvieilh;244;65-Hautes-Pyrénées;;;;
65132;Castéra-Lanusse;45;65-Hautes-Pyrénées;CPTS NESTES PYRENEES;65 000 705 7;Nestes Pyrénées;Accord conventionnel interprofessionnel signé
65133;Castéra-Lou;234;65-Hautes-Pyrénées;;;;
65134;Casterets;14;65-Hautes-Pyrénées;;;;
65135;Castillon;82;65-Hautes-Pyrénées;;;;
65136;Caubous;32;65-Hautes-Pyrénées;;;;
65137;Caussade-Rivière;96;65-Hautes-Pyrénées;CPTS ADOUR MADIRAN;;Adour Madiran;Lettre d'intention validée
65138;Cauterets;870;65-Hautes-Pyrénées;CPTS LAVG Lourdes Argelès vallées des gaves;65 000 713 1;LAVG Lourdes Argelès vallées des gaves;Lettre d'intention validée
65139;Cazarilh;53;65-Hautes-Pyrénées;CPTS COMMINGES;31 003 525 8;Comminges;Accord conventionnel interprofessionnel signé
65140;Cazaux-Debat;31;65-Hautes-Pyrénées;;;;
65141;Cazaux-Fréchet-Anéran-Camors;60;65-Hautes-Pyrénées;;;;
65142;Chelle-Debat;211;65-Hautes-Pyrénées;;;;
65143;Chelle-Spou;110;65-Hautes-Pyrénées;CPTS NESTES PYRENEES;65 000 705 7;Nestes Pyrénées;Accord conventionnel interprofessionnel signé
65144;Cheust;87;65-Hautes-Pyrénées;CPTS LAVG Lourdes Argelès vallées des gaves;65 000 713 1;LAVG Lourdes Argelès vallées des gaves;Lettre d'intention validée
65145;Chèze;48;65-Hautes-Pyrénées;CPTS LAVG Lourdes Argelès vallées des gaves;65 000 713 1;LAVG Lourdes Argelès vallées des gaves;Lettre d'intention validée
65146;Chis;312;65-Hautes-Pyrénées;;;;
65147;Cieutat;612;65-Hautes-Pyrénées;;;;
65148;Cizos;134;65-Hautes-Pyrénées;;;;
65149;Clarac;163;65-Hautes-Pyrénées;;;;
65150;Clarens;495;65-Hautes-Pyrénées;CPTS NESTES PYRENEES;65 000 705 7;Nestes Pyrénées;Accord conventionnel interprofessionnel signé
65151;Collongues;148;65-Hautes-Pyrénées;;;;
65153;Coussan;123;65-Hautes-Pyrénées;;;;
65154;Créchets;55;65-Hautes-Pyrénées;CPTS COMMINGES;31 003 525 8;Comminges;Accord conventionnel interprofessionnel signé
65155;Devèze;52;65-Hautes-Pyrénées;;;;
65156;Dours;214;65-Hautes-Pyrénées;;;;
65157;Ens;20;65-Hautes-Pyrénées;;;;
65158;Esbareich;80;65-Hautes-Pyrénées;CPTS COMMINGES;31 003 525 8;Comminges;Accord conventionnel interprofessionnel signé
65159;Escala;354;65-Hautes-Pyrénées;CPTS NESTES PYRENEES;65 000 705 7;Nestes Pyrénées;Accord conventionnel interprofessionnel signé
65160;Escaunets;121;65-Hautes-Pyrénées;CPTS ADOUR MADIRAN;;Adour Madiran;Lettre d'intention validée
65161;Escondeaux;282;65-Hautes-Pyrénées;CPTS ADOUR MADIRAN;;Adour Madiran;Lettre d'intention validée
65162;Esconnets;33;65-Hautes-Pyrénées;CPTS NESTES PYRENEES;65 000 705 7;Nestes Pyrénées;Accord conventionnel interprofessionnel signé
65163;Escots;40;65-Hautes-Pyrénées;CPTS NESTES PYRENEES;65 000 705 7;Nestes Pyrénées;Accord conventionnel interprofessionnel signé
65164;Escoubès-Pouts;103;65-Hautes-Pyrénées;CPTS LAVG Lourdes Argelès vallées des gaves;65 000 713 1;LAVG Lourdes Argelès vallées des gaves;Lettre d'intention validée
65165;Esparros;180;65-Hautes-Pyrénées;CPTS NESTES PYRENEES;65 000 705 7;Nestes Pyrénées;Accord conventionnel interprofessionnel signé
65166;Espèche;50;65-Hautes-Pyrénées;CPTS NESTES PYRENEES;65 000 705 7;Nestes Pyrénées;Accord conventionnel interprofessionnel signé
65167;Espieilh;25;65-Hautes-Pyrénées;CPTS NESTES PYRENEES;65 000 705 7;Nestes Pyrénées;Accord conventionnel interprofessionnel signé
65168;Esquièze-Sère;411;65-Hautes-Pyrénées;CPTS LAVG Lourdes Argelès vallées des gaves;65 000 713 1;LAVG Lourdes Argelès vallées des gaves;Lettre d'intention validée
65169;Estaing;92;65-Hautes-Pyrénées;CPTS LAVG Lourdes Argelès vallées des gaves;65 000 713 1;LAVG Lourdes Argelès vallées des gaves;Lettre d'intention validée
65170;Estampures;76;65-Hautes-Pyrénées;;;;
65171;Estarvielle;43;65-Hautes-Pyrénées;;;;
65172;Estensan;38;65-Hautes-Pyrénées;;;;
65173;Esterre;190;65-Hautes-Pyrénées;CPTS LAVG Lourdes Argelès vallées des gaves;65 000 713 1;LAVG Lourdes Argelès vallées des gaves;Lettre d'intention validée
65174;Estirac;104;65-Hautes-Pyrénées;CPTS ADOUR MADIRAN;;Adour Madiran;Lettre d'intention validée
65175;Ferrère;39;65-Hautes-Pyrénées;CPTS COMMINGES;31 003 525 8;Comminges;Accord conventionnel interprofessionnel signé
65176;Ferrières;82;65-Hautes-Pyrénées;CPTS LAVG Lourdes Argelès vallées des gaves;65 000 713 1;LAVG Lourdes Argelès vallées des gaves;Lettre d'intention validée
65177;Fontrailles;167;65-Hautes-Pyrénées;;;;
65178;Fréchède;56;65-Hautes-Pyrénées;;;;
65179;Fréchendets;27;65-Hautes-Pyrénées;CPTS NESTES PYRENEES;65 000 705 7;Nestes Pyrénées;Accord conventionnel interprofessionnel signé
65180;Fréchet-Aure;14;65-Hautes-Pyrénées;;;;
65181;Fréchou-Fréchet;167;65-Hautes-Pyrénées;;;;
65182;Gaillagos;121;65-Hautes-Pyrénées;CPTS LAVG Lourdes Argelès vallées des gaves;65 000 713 1;LAVG Lourdes Argelès vallées des gaves;Lettre d'intention validée
65183;Galan;698;65-Hautes-Pyrénées;;;;
65184;Galez;172;65-Hautes-Pyrénées;;;;
65185;Gardères;443;65-Hautes-Pyrénées;;;;
65186;Gaudent;35;65-Hautes-Pyrénées;CPTS COMMINGES;31 003 525 8;Comminges;Accord conventionnel interprofessionnel signé
65187;Gaussan;98;65-Hautes-Pyrénées;;;;
65189;Gayan;276;65-Hautes-Pyrénées;;;;
65190;Gazave;71;65-Hautes-Pyrénées;CPTS NESTES PYRENEES;65 000 705 7;Nestes Pyrénées;Accord conventionnel interprofessionnel signé
65191;Gazost;122;65-Hautes-Pyrénées;CPTS LAVG Lourdes Argelès vallées des gaves;65 000 713 1;LAVG Lourdes Argelès vallées des gaves;Lettre d'intention validée
65192;Gavarnie-Gèdre;340;65-Hautes-Pyrénées;CPTS LAVG Lourdes Argelès vallées des gaves;65 000 713 1;LAVG Lourdes Argelès vallées des gaves;Lettre d'intention validée
65193;Gembrie;92;65-Hautes-Pyrénées;CPTS COMMINGES;31 003 525 8;Comminges;Accord conventionnel interprofessionnel signé
65194;Générest;95;65-Hautes-Pyrénées;CPTS NESTES PYRENEES;65 000 705 7;Nestes Pyrénées;Accord conventionnel interprofessionnel signé
65195;Génos;141;65-Hautes-Pyrénées;;;;
65196;Gensac;91;65-Hautes-Pyrénées;CPTS ADOUR MADIRAN;;Adour Madiran;Lettre d'intention validée
65197;Ger;154;65-Hautes-Pyrénées;CPTS LAVG Lourdes Argelès vallées des gaves;65 000 713 1;LAVG Lourdes Argelès vallées des gaves;Lettre d'intention validée
65198;Gerde;1142;65-Hautes-Pyrénées;;;;
65199;Germ;35;65-Hautes-Pyrénées;;;;
65200;Germs-sur-l'Oussouet;106;65-Hautes-Pyrénées;CPTS LAVG Lourdes Argelès vallées des gaves;65 000 713 1;LAVG Lourdes Argelès vallées des gaves;Lettre d'intention validée
65201;Geu;187;65-Hautes-Pyrénées;CPTS LAVG Lourdes Argelès vallées des gaves;65 000 713 1;LAVG Lourdes Argelès vallées des gaves;Lettre d'intention validée
65202;Gez;329;65-Hautes-Pyrénées;CPTS LAVG Lourdes Argelès vallées des gaves;65 000 713 1;LAVG Lourdes Argelès vallées des gaves;Lettre d'intention validée
65203;Gez-ez-Angles;26;65-Hautes-Pyrénées;CPTS LAVG Lourdes Argelès vallées des gaves;65 000 713 1;LAVG Lourdes Argelès vallées des gaves;Lettre d'intention validée
65204;Gonez;28;65-Hautes-Pyrénées;;;;
65205;Gouaux;54;65-Hautes-Pyrénées;;;;
65206;Goudon;234;65-Hautes-Pyrénées;;;;
65207;Gourgue;64;65-Hautes-Pyrénées;CPTS NESTES PYRENEES;65 000 705 7;Nestes Pyrénées;Accord conventionnel interprofessionnel signé
65208;Grailhen;23;65-Hautes-Pyrénées;;;;
65209;Grézian;76;65-Hautes-Pyrénées;;;;
65210;Grust;34;65-Hautes-Pyrénées;CPTS LAVG Lourdes Argelès vallées des gaves;65 000 713 1;LAVG Lourdes Argelès vallées des gaves;Lettre d'intention validée
65211;Guchan;149;65-Hautes-Pyrénées;;;;
65212;Guchen;327;65-Hautes-Pyrénées;;;;
65213;Guizerix;122;65-Hautes-Pyrénées;;;;
65214;Hachan;45;65-Hautes-Pyrénées;;;;
65215;Hagedet;43;65-Hautes-Pyrénées;CPTS ADOUR MADIRAN;;Adour Madiran;Lettre d'intention validée
65216;Hauban;101;65-Hautes-Pyrénées;;;;
65217;Hautaget;57;65-Hautes-Pyrénées;CPTS NESTES PYRENEES;65 000 705 7;Nestes Pyrénées;Accord conventionnel interprofessionnel signé
65218;Hèches;613;65-Hautes-Pyrénées;CPTS NESTES PYRENEES;65 000 705 7;Nestes Pyrénées;Accord conventionnel interprofessionnel signé
65219;Hères;115;65-Hautes-Pyrénées;CPTS ADOUR MADIRAN;;Adour Madiran;Lettre d'intention validée
65220;Hibarette;238;65-Hautes-Pyrénées;CPTS LAVG Lourdes Argelès vallées des gaves;65 000 713 1;LAVG Lourdes Argelès vallées des gaves;Lettre d'intention validée
65221;Hiis;258;65-Hautes-Pyrénées;;;;
65222;Hitte;154;65-Hautes-Pyrénées;;;;
65223;Horgues;1194;65-Hautes-Pyrénées;CPTS TARBES ADOUR;65 000 688 5;Tarbes Adour;Accord conventionnel interprofessionnel signé
65224;Houeydets;280;65-Hautes-Pyrénées;CPTS NESTES PYRENEES;65 000 705 7;Nestes Pyrénées;Accord conventionnel interprofessionnel signé
65225;Hourc;107;65-Hautes-Pyrénées;;;;
65226;Ibos;2905;65-Hautes-Pyrénées;CPTS TARBES ADOUR;65 000 688 5;Tarbes Adour;Accord conventionnel interprofessionnel signé
65228;Ilhet;121;65-Hautes-Pyrénées;;;;
65229;Ilheu;48;65-Hautes-Pyrénées;CPTS COMMINGES;31 003 525 8;Comminges;Accord conventionnel interprofessionnel signé
65230;Izaourt;256;65-Hautes-Pyrénées;CPTS COMMINGES;31 003 525 8;Comminges;Accord conventionnel interprofessionnel signé
65231;Izaux;199;65-Hautes-Pyrénées;CPTS NESTES PYRENEES;65 000 705 7;Nestes Pyrénées;Accord conventionnel interprofessionnel signé
65232;Jacque;65;65-Hautes-Pyrénées;;;;
65233;Jarret;312;65-Hautes-Pyrénées;CPTS LAVG Lourdes Argelès vallées des gaves;65 000 713 1;LAVG Lourdes Argelès vallées des gaves;Lettre d'intention validée
65234;Jézeau;96;65-Hautes-Pyrénées;;;;
65235;Juillan;4045;65-Hautes-Pyrénées;CPTS TARBES ADOUR;65 000 688 5;Tarbes Adour;Accord conventionnel interprofessionnel signé
65236;Julos;454;65-Hautes-Pyrénées;CPTS LAVG Lourdes Argelès vallées des gaves;65 000 713 1;LAVG Lourdes Argelès vallées des gaves;Lettre d'intention validée
65237;Juncalas;159;65-Hautes-Pyrénées;CPTS LAVG Lourdes Argelès vallées des gaves;65 000 713 1;LAVG Lourdes Argelès vallées des gaves;Lettre d'intention validée
65238;Labassère;234;65-Hautes-Pyrénées;CPTS LAVG Lourdes Argelès vallées des gaves;65 000 713 1;LAVG Lourdes Argelès vallées des gaves;Lettre d'intention validée
65239;Labastide;151;65-Hautes-Pyrénées;CPTS NESTES PYRENEES;65 000 705 7;Nestes Pyrénées;Accord conventionnel interprofessionnel signé
65240;Labatut-Rivière;381;65-Hautes-Pyrénées;CPTS ADOUR MADIRAN;;Adour Madiran;Lettre d'intention validée
65241;Laborde;86;65-Hautes-Pyrénées;CPTS NESTES PYRENEES;65 000 705 7;Nestes Pyrénées;Accord conventionnel interprofessionnel signé
65242;Lacassagne;238;65-Hautes-Pyrénées;CPTS ADOUR MADIRAN;;Adour Madiran;Lettre d'intention validée
65243;Lafitole;448;65-Hautes-Pyrénées;CPTS ADOUR MADIRAN;;Adour Madiran;Lettre d'intention validée
65244;Lagarde;530;65-Hautes-Pyrénées;;;;
65245;Lagrange;241;65-Hautes-Pyrénées;CPTS NESTES PYRENEES;65 000 705 7;Nestes Pyrénées;Accord conventionnel interprofessionnel signé
65247;Arrayou-Lahitte;102;65-Hautes-Pyrénées;CPTS LAVG Lourdes Argelès vallées des gaves;65 000 713 1;LAVG Lourdes Argelès vallées des gaves;Lettre d'intention validée
65248;Lahitte-Toupière;257;65-Hautes-Pyrénées;CPTS ADOUR MADIRAN;;Adour Madiran;Lettre d'intention validée
65249;Lalanne;101;65-Hautes-Pyrénées;;;;
65250;Lalanne-Trie;119;65-Hautes-Pyrénées;;;;
65251;Laloubère;1874;65-Hautes-Pyrénées;CPTS TARBES ADOUR;65 000 688 5;Tarbes Adour;Accord conventionnel interprofessionnel signé
65252;Lamarque-Pontacq;869;65-Hautes-Pyrénées;CPTS LAVG Lourdes Argelès vallées des gaves;65 000 713 1;LAVG Lourdes Argelès vallées des gaves;Lettre d'intention validée
65253;Lamarque-Rustaing;53;65-Hautes-Pyrénées;;;;
65254;Laméac;144;65-Hautes-Pyrénées;CPTS ADOUR MADIRAN;;Adour Madiran;Lettre d'intention validée
65255;Lançon;30;65-Hautes-Pyrénées;;;;
65256;Lanespède;145;65-Hautes-Pyrénées;CPTS NESTES PYRENEES;65 000 705 7;Nestes Pyrénées;Accord conventionnel interprofessionnel signé
65257;Lanne;605;65-Hautes-Pyrénées;CPTS LAVG Lourdes Argelès vallées des gaves;65 000 713 1;LAVG Lourdes Argelès vallées des gaves;Lettre d'intention validée
65258;Lannemezan;5803;65-Hautes-Pyrénées;CPTS NESTES PYRENEES;65 000 705 7;Nestes Pyrénées;Accord conventionnel interprofessionnel signé
65259;Lansac;181;65-Hautes-Pyrénées;;;;
65260;Lapeyre;92;65-Hautes-Pyrénées;;;;
65261;Laran;47;65-Hautes-Pyrénées;;;;
65262;Larreule;389;65-Hautes-Pyrénées;CPTS ADOUR MADIRAN;;Adour Madiran;Lettre d'intention validée
65263;Larroque;94;65-Hautes-Pyrénées;;;;
65264;Lascazères;309;65-Hautes-Pyrénées;CPTS ADOUR MADIRAN;;Adour Madiran;Lettre d'intention validée
65265;Laslades;329;65-Hautes-Pyrénées;;;;
65266;Lassales;37;65-Hautes-Pyrénées;;;;
65267;Lau-Balagnas;522;65-Hautes-Pyrénées;CPTS LAVG Lourdes Argelès vallées des gaves;65 000 713 1;LAVG Lourdes Argelès vallées des gaves;Lettre d'intention validée
65268;Layrisse;225;65-Hautes-Pyrénées;CPTS LAVG Lourdes Argelès vallées des gaves;65 000 713 1;LAVG Lourdes Argelès vallées des gaves;Lettre d'intention validée
65269;Lescurry;166;65-Hautes-Pyrénées;CPTS ADOUR MADIRAN;;Adour Madiran;Lettre d'intention validée
65270;Lespouey;201;65-Hautes-Pyrénées;;;;
65271;Lézignan;357;65-Hautes-Pyrénées;CPTS LAVG Lourdes Argelès vallées des gaves;65 000 713 1;LAVG Lourdes Argelès vallées des gaves;Lettre d'intention validée
65272;Lhez;77;65-Hautes-Pyrénées;;;;
65273;Liac;199;65-Hautes-Pyrénées;CPTS ADOUR MADIRAN;;Adour Madiran;Lettre d'intention validée
65274;Libaros;139;65-Hautes-Pyrénées;;;;
65275;Lies;76;65-Hautes-Pyrénées;;;;
65276;Lizos;119;65-Hautes-Pyrénées;CPTS TARBES ADOUR;65 000 688 5;Tarbes Adour;Accord conventionnel interprofessionnel signé
65277;Lombrès;91;65-Hautes-Pyrénées;CPTS NESTES PYRENEES;65 000 705 7;Nestes Pyrénées;Accord conventionnel interprofessionnel signé
65278;Lomné;31;65-Hautes-Pyrénées;CPTS NESTES PYRENEES;65 000 705 7;Nestes Pyrénées;Accord conventionnel interprofessionnel signé
65279;Lortet;215;65-Hautes-Pyrénées;CPTS NESTES PYRENEES;65 000 705 7;Nestes Pyrénées;Accord conventionnel interprofessionnel signé
65280;Loubajac;434;65-Hautes-Pyrénées;CPTS LAVG Lourdes Argelès vallées des gaves;65 000 713 1;LAVG Lourdes Argelès vallées des gaves;Lettre d'intention validée
65281;Loucrup;250;65-Hautes-Pyrénées;CPTS LAVG Lourdes Argelès vallées des gaves;65 000 713 1;LAVG Lourdes Argelès vallées des gaves;Lettre d'intention validée
65282;Loudenvielle;295;65-Hautes-Pyrénées;;;;
65283;Loudervielle;48;65-Hautes-Pyrénées;;;;
65284;Louey;1052;65-Hautes-Pyrénées;CPTS LAVG Lourdes Argelès vallées des gaves;65 000 713 1;LAVG Lourdes Argelès vallées des gaves;Lettre d'intention validée
65285;Louit;191;65-Hautes-Pyrénées;;;;
65286;Lourdes;13247;65-Hautes-Pyrénées;CPTS LAVG Lourdes Argelès vallées des gaves;65 000 713 1;LAVG Lourdes Argelès vallées des gaves;Lettre d'intention validée
65287;Loures-Barousse;626;65-Hautes-Pyrénées;CPTS COMMINGES;31 003 525 8;Comminges;Accord conventionnel interprofessionnel signé
65288;Lubret-Saint-Luc;55;65-Hautes-Pyrénées;;;;
65289;Luby-Betmont;109;65-Hautes-Pyrénées;;;;
65290;Luc;183;65-Hautes-Pyrénées;;;;
65291;Lugagnan;143;65-Hautes-Pyrénées;CPTS LAVG Lourdes Argelès vallées des gaves;65 000 713 1;LAVG Lourdes Argelès vallées des gaves;Lettre d'intention validée
65292;Luquet;404;65-Hautes-Pyrénées;;;;
65293;Lustar;97;65-Hautes-Pyrénées;;;;
65294;Lutilhous;216;65-Hautes-Pyrénées;CPTS NESTES PYRENEES;65 000 705 7;Nestes Pyrénées;Accord conventionnel interprofessionnel signé
65295;Luz-Saint-Sauveur;929;65-Hautes-Pyrénées;CPTS LAVG Lourdes Argelès vallées des gaves;65 000 713 1;LAVG Lourdes Argelès vallées des gaves;Lettre d'intention validée
65296;Madiran;425;65-Hautes-Pyrénées;CPTS ADOUR MADIRAN;;Adour Madiran;Lettre d'intention validée
65297;Mansan;41;65-Hautes-Pyrénées;CPTS ADOUR MADIRAN;;Adour Madiran;Lettre d'intention validée
65298;Marquerie;85;65-Hautes-Pyrénées;;;;
65299;Marsac;220;65-Hautes-Pyrénées;CPTS ADOUR MADIRAN;;Adour Madiran;Lettre d'intention validée
65300;Marsas;66;65-Hautes-Pyrénées;;;;
65301;Marseillan;264;65-Hautes-Pyrénées;;;;
65303;Mascaras;369;65-Hautes-Pyrénées;;;;
65304;Maubourguet;2254;65-Hautes-Pyrénées;CPTS ADOUR MADIRAN;;Adour Madiran;Lettre d'intention validée
65305;Mauléon-Barousse;98;65-Hautes-Pyrénées;CPTS COMMINGES;31 003 525 8;Comminges;Accord conventionnel interprofessionnel signé
65306;Mauvezin;233;65-Hautes-Pyrénées;CPTS NESTES PYRENEES;65 000 705 7;Nestes Pyrénées;Accord conventionnel interprofessionnel signé
65307;Mazères-de-Neste;338;65-Hautes-Pyrénées;CPTS NESTES PYRENEES;65 000 705 7;Nestes Pyrénées;Accord conventionnel interprofessionnel signé
65308;Mazerolles;105;65-Hautes-Pyrénées;;;;
65309;Mazouau;15;65-Hautes-Pyrénées;CPTS NESTES PYRENEES;65 000 705 7;Nestes Pyrénées;Accord conventionnel interprofessionnel signé
65310;Mérilheu;235;65-Hautes-Pyrénées;;;;
65311;Mingot;99;65-Hautes-Pyrénées;CPTS ADOUR MADIRAN;;Adour Madiran;Lettre d'intention validée
65313;Momères;737;65-Hautes-Pyrénées;;;;
65314;Monfaucon;208;65-Hautes-Pyrénées;CPTS ADOUR MADIRAN;;Adour Madiran;Lettre d'intention validée
65315;Monléon-Magnoac;414;65-Hautes-Pyrénées;;;;
65316;Monlong;105;65-Hautes-Pyrénées;;;;
65317;Mont;35;65-Hautes-Pyrénées;;;;
65318;Montastruc;231;65-Hautes-Pyrénées;;;;
65319;Montégut;134;65-Hautes-Pyrénées;CPTS NESTES PYRENEES;65 000 705 7;Nestes Pyrénées;Accord conventionnel interprofessionnel signé
65320;Montgaillard;838;65-Hautes-Pyrénées;;;;
